ID,Age,Gender,Job,Area,CitySize,FamilySize,Income,Wealth,Debt,FinEdu,ESG,Digital,BankFriend,LifeStyle,Luxury,Saving,Investments
1,24,1,1,2,2,4,0.668045651119107,0.702786210212286,0.262070421105178,0.741852500764603,0.483684011032212,0.69862463990698,0.618259418428073,0.607876821131981,0.897369438730564,0.283221632808238,1
7,20,1,1,1,3,3,0.654672074196761,0.539156166051633,0.0864492387701425,0.176028306560531,0.220581586465152,0.682363134762361,0.542119167396127,0.854400522420416,0.73648682509859,0.4272748567542,1
14,46,1,2,1,2,1,0.49246683546967,0.222140317594337,0.605767645115446,0.425444459752649,0.199203365287922,0.258159940435932,0.5684851754115,0.155173957864343,0.416262122599827,0.470263279795225,1
25,47,1,2,2,2,6,0.665135931674592,0.810796347935796,0.350145861108601,0.488367804299584,0.749006582308136,0.573246986661367,0.774013403326287,0.679457969221257,0.65936041980399,0.859473801215958,1
27,51,0,2,1,2,1,0.329711553058143,0.723900541288495,0.550586876791678,0.458905633015954,0.336703163451387,0.485600414658184,0.487266625541895,0.750339797859216,0.333648539910674,0.658053784316999,1
28,55,0,2,1,2,5,0.305777605502196,0.624935686079572,0.487179035201457,0.556725827487956,0.410066423266201,0.347397252396313,0.596684874464327,0.629342500409903,0.577590921272079,0.35050322393332,1
37,24,1,2,1,2,1,0.668364269108805,0.386913590330147,0.255510863798908,0.416360651843841,0.3422707706042,0.921813787067248,0.757075708078792,0.901504133488247,0.619751518736818,0.249460682750009,1
47,44,1,2,1,1,1,0.674694148264265,0.628634766555041,0.60992194408568,0.581673978900649,0.874189267019673,0.606127944064699,0.235433636257034,0.714751615252536,0.687749550255761,0.68950073593861,1
59,57,0,2,1,3,1,0.833244887314943,0.879550865680998,0.281954649403914,0.793814193979046,0.838642087633167,0.815970730587565,0.790202724304237,0.737932292121578,0.96200178643137,0.619624679742371,1
60,30,1,1,1,2,4,0.577114733996501,0.712662302634274,0.154583731491465,0.355741797778816,0.301986986499367,0.880390488814431,0.459935347179244,0.899195024962884,0.854693392172457,0.149129297883254,1
69,31,1,2,2,2,6,0.584158799463929,0.449087847579054,0.29039969689283,0.654335035781706,0.661447309311418,0.306744585353587,0.694222009639742,0.476205850252121,0.737232410979646,0.663882420301503,1
85,21,0,2,1,1,3,0.388990959147773,0.795178557846942,0.324642385170381,0.435016822635893,0.672091638363771,0.622538385611616,0.606005937702922,0.765070880409738,0.456494592129622,0.672508248624789,1
101,47,1,2,2,1,1,0.206049553245836,0.69607106408423,0.597059275926867,0.538028147483639,0.356524151123263,0.320950838128845,0.482737875588986,0.300772000466338,0.385641423283614,0.52700382309799,1
113,36,1,2,2,3,1,0.453355049349666,0.388867512950508,0.352262321655273,0.68600777101921,0.856398537677003,0.626561995826105,0.833428782063746,0.25677647358758,0.511586001557703,0.707507239317985,1
122,55,1,2,1,1,1,0.524188326355174,0.844529834289051,0.515849118773706,0.581271446457685,0.610662711972186,0.447092877468683,0.471435842869285,0.341524527681562,0.510511308611735,0.676157120927491,1
127,55,1,2,1,1,2,0.457923440159959,0.516855929619848,0.437270765620502,0.420123281457716,0.58866974281196,0.495902820279547,0.465753308656186,0.291071334181731,0.413437073163196,0.410611038394148,1
130,48,1,2,1,1,3,0.747601666514189,0.825298942399924,0.704462629810071,0.41089182979479,0.35082029127594,0.505643652921354,0.691523819759911,0.376007490466234,0.357559369317286,0.485644137511782,1
134,32,0,1,2,1,1,0.549488331764565,0.417068519462438,0.331466527360731,0.714193702422947,0.247222901167605,0.409810050676763,0.446836657540262,0.434339020098498,0.432021031499004,0.533046132333561,1
147,29,0,2,2,1,1,0.599339269237834,0.476527086609357,0.185882570943717,0.652956586585627,0.732938835547312,0.384457350549161,0.783358379482284,0.439826685295275,0.547718942479709,0.567493431163036,1
159,46,1,2,2,2,1,0.463409420266476,0.405081614382116,0.481406333094689,0.612423264382211,0.865005313010329,0.791965595722493,0.598525786999827,0.609701479514676,0.643255765977796,0.547503315321655,1
178,49,0,2,2,1,2,0.376770443407992,0.472393687332562,0.282322107969473,0.543846381919191,0.773577141630376,0.343583214377913,0.568880440940736,0.406462352407793,0.752656459404988,0.522532750202159,1
187,51,1,4,1,3,1,0.659522835411669,0.607694743059716,0.546551294098378,0.324448349336581,0.816826700780155,0.667288820070917,0.612604816836769,0.819407309608433,0.78127833005559,0.715505468233528,1
206,30,0,2,1,1,4,0.523424394810409,0.376789965835521,0.338213150565979,0.248621468913865,0.60884625330768,0.6861935261021,0.40330223491634,0.449647843897127,0.683028963291057,0.950285186370521,1
